user_id,cashback_perdido_mes,top_categoria_perdida,monto_top_categoria
USR-07720,0.0,ninguna,0.0
USR-07723,27.82,restaurante,24.7
USR-07724,0.0,ninguna,0.0
USR-07725,0.0,ninguna,0.0
USR-07726,0.0,ninguna,0.0
USR-07728,26.39,restaurante,26.39
USR-07729,34.04,supermercado,12.81
USR-07731,13.38,transporte,13.38
USR-07733,3.78,gobierno,3.78
USR-07737,0.0,ninguna,0.0
USR-07738,0.0,ninguna,0.0
USR-07739,34.73,tecnologia,34.73
USR-07742,0.0,ninguna,0.0
USR-07746,211.93,supermercado,211.93
USR-07749,0.0,ninguna,0.0
USR-07750,6.28,entretenimiento,3.77
USR-07751,0.0,ninguna,0.0
USR-07752,4.1,supermercado,4.1
USR-07755,3.48,supermercado,3.48
USR-07756,21.65,ropa_accesorios,8.5
USR-07757,51.16,viajes,37.23
USR-07758,0.0,ninguna,0.0
USR-07759,0.0,ninguna,0.0
USR-07760,0.0,ninguna,0.0
USR-07763,0.0,ninguna,0.0
USR-07765,25.02,entretenimiento,10.39
USR-07769,75.51,salud,25.14
USR-07771,8.54,supermercado,8.54
USR-07772,7.69,restaurante,7.69
USR-07779,0.0,ninguna,0.0
USR-07781,0.92,supermercado,0.92
USR-07786,19.69,supermercado,19.69
USR-07787,23.52,supermercado,13.31
USR-07789,0.0,ninguna,0.0
USR-07790,0.0,ninguna,0.0
USR-07792,17.95,ropa_accesorios,12.06
USR-07793,0.0,ninguna,0.0
USR-07794,13.93,salud,13.93
USR-07797,28.49,supermercado,16.07
USR-07798,0.0,ninguna,0.0
USR-07800,26.75,supermercado,24.51
USR-07801,0.0,ninguna,0.0
USR-07803,6.82,entretenimiento,6.82
USR-07805,13.43,supermercado,12.88
USR-07806,32.84,supermercado,22.93
USR-07808,4.32,supermercado,4.32
USR-07809,18.11,educacion,18.11
USR-07810,17.19,transporte,17.19
USR-07817,10.41,entretenimiento,10.18
USR-07818,0.0,ninguna,0.0
USR-07820,27.99,entretenimiento,27.99
USR-07824,0.0,ninguna,0.0
USR-07826,0.0,ninguna,0.0
USR-07830,0.0,ninguna,0.0
USR-07831,6.48,restaurante,6.48
USR-07833,6.99,entretenimiento,6.99
USR-07835,0.0,ninguna,0.0
USR-07838,24.55,tecnologia,24.55
USR-07840,16.5,restaurante,16.5
USR-07841,0.0,ninguna,0.0
USR-07845,0.0,ninguna,0.0
USR-07846,0.0,ninguna,0.0
USR-07850,0.0,ninguna,0.0
USR-07852,16.51,servicios_digitales,11.06
USR-07854,0.0,ninguna,0.0
USR-07856,63.57,restaurante,28.68
USR-07858,11.67,supermercado,11.67
USR-07861,0.0,ninguna,0.0
USR-07863,33.15,salud,26.35
USR-07864,6.93,supermercado,6.93
USR-07867,12.87,salud,12.87
USR-07869,0.0,ninguna,0.0
USR-07871,0.0,ninguna,0.0
USR-07873,0.0,ninguna,0.0
USR-07875,0.0,ninguna,0.0
USR-07876,4.47,transporte,4.47
USR-07877,5.7,ropa_accesorios,5.7
USR-07879,101.07,restaurante,101.07
USR-07880,53.6,gobierno,33.67
USR-07882,1.3,servicios_digitales,1.3
USR-07883,0.0,ninguna,0.0
USR-07884,0.0,ninguna,0.0
USR-07885,36.94,salud,17.35
USR-07887,0.0,ninguna,0.0
USR-07888,2.77,supermercado,1.91
USR-07889,0.0,ninguna,0.0
USR-07893,0.0,ninguna,0.0
USR-07894,16.79,supermercado,12.47
USR-07899,0.0,ninguna,0.0
USR-07902,0.0,ninguna,0.0
USR-07903,4.1,restaurante,4.1
USR-07904,0.0,ninguna,0.0
USR-07913,8.85,servicios_digitales,7.03
USR-07914,21.91,supermercado,11.36
USR-07915,0.0,ninguna,0.0
USR-07916,0.0,ninguna,0.0
USR-07919,28.31,supermercado,17.45
USR-07920,0.0,ninguna,0.0
USR-07925,0.0,ninguna,0.0
USR-07928,31.96,educacion,25.92
USR-07932,152.41,gobierno,105.41
USR-07937,16.37,restaurante,10.53
USR-07938,68.18,hogar,68.18
USR-07939,0.0,ninguna,0.0
USR-07940,12.83,restaurante,7.94
USR-07941,58.82,hogar,28.66
USR-07950,0.0,ninguna,0.0
USR-07952,11.39,supermercado,11.39
USR-07953,20.53,gobierno,10.3
USR-07954,0.0,ninguna,0.0
USR-07959,26.42,restaurante,14.01
USR-07961,7.89,servicios_digitales,3.32
USR-07962,0.0,ninguna,0.0
USR-07963,10.14,retiro_cajero,8.12
USR-07964,0.73,supermercado,0.73
USR-07965,149.72,servicios_digitales,149.72
USR-07967,0.0,ninguna,0.0
USR-07968,0.0,ninguna,0.0
USR-07970,0.0,ninguna,0.0
USR-07971,23.94,restaurante,15.88
USR-07972,0.0,ninguna,0.0
USR-07973,0.0,ninguna,0.0
USR-07974,0.0,ninguna,0.0
USR-07975,21.38,supermercado,21.38
USR-07977,0.0,ninguna,0.0
USR-07979,0.0,ninguna,0.0
USR-07981,44.4,viajes,29.36
USR-07984,0.0,ninguna,0.0
USR-07985,88.83,supermercado,39.92
USR-07992,13.34,supermercado,6.85
USR-07993,0.0,ninguna,0.0
USR-07994,0.0,ninguna,0.0
USR-07995,116.72,servicios_digitales,77.31
USR-07997,63.58,entretenimiento,35.07
USR-07999,7.78,ropa_accesorios,7.78
USR-08001,94.84,supermercado,29.06
USR-08002,0.0,ninguna,0.0
USR-08003,0.0,ninguna,0.0
USR-08004,0.0,ninguna,0.0
USR-08005,9.06,restaurante,9.06
USR-08007,0.0,ninguna,0.0
USR-08008,13.71,entretenimiento,13.71
USR-08012,3.12,entretenimiento,3.12
USR-08013,0.0,ninguna,0.0
USR-08014,33.2,supermercado,11.08
USR-08015,11.63,restaurante,11.63
USR-08016,0.0,ninguna,0.0
USR-08017,0.0,ninguna,0.0
USR-08019,10.37,servicios_digitales,6.15
USR-08020,0.0,ninguna,0.0
USR-08021,11.05,restaurante,10.51
USR-08028,0.0,ninguna,0.0
USR-08029,8.22,gobierno,8.22
USR-08034,59.36,tecnologia,59.36
USR-08037,8.12,educacion,8.12
USR-08038,0.0,ninguna,0.0
USR-08041,0.0,ninguna,0.0
USR-08042,24.63,supermercado,12.98
USR-08043,0.0,ninguna,0.0
USR-08046,5.26,educacion,5.26
USR-08047,0.0,ninguna,0.0
USR-08054,27.68,ropa_accesorios,14.1
USR-08055,0.0,ninguna,0.0
USR-08056,303.17,gobierno,194.35
USR-08058,0.0,ninguna,0.0
USR-08059,17.68,restaurante,11.31
USR-08060,14.18,salud,14.18
USR-08061,13.19,supermercado,13.19
USR-08064,0.0,ninguna,0.0
USR-08065,19.8,entretenimiento,18.91
USR-08066,30.04,transporte,17.45
USR-08068,0.0,ninguna,0.0
USR-08069,0.0,ninguna,0.0
USR-08071,88.82,tecnologia,36.33
USR-08072,0.0,ninguna,0.0
USR-08073,13.57,supermercado,13.57
USR-08075,0.0,ninguna,0.0
USR-08076,0.0,ninguna,0.0
USR-08079,13.89,salud,13.89
USR-08081,0.0,ninguna,0.0
USR-08083,5.59,salud,5.59
USR-08084,0.0,ninguna,0.0
USR-08087,27.52,educacion,19.08
USR-08088,0.0,ninguna,0.0
USR-08089,2.07,gobierno,2.07
USR-08090,0.0,ninguna,0.0
USR-08091,50.96,entretenimiento,19.97
USR-08094,0.0,ninguna,0.0
USR-08095,29.28,entretenimiento,29.28
USR-08097,8.07,gobierno,8.07
USR-08098,0.0,ninguna,0.0
USR-08099,0.0,ninguna,0.0
USR-08102,125.7,transporte,125.7
USR-08103,48.22,supermercado,25.86
USR-08106,21.44,restaurante,21.44
USR-08107,15.96,restaurante,10.41
USR-08111,177.98,transporte,91.97
USR-08114,5.67,supermercado,5.67
USR-08115,5.53,restaurante,5.53
USR-08116,6.14,salud,6.14
USR-08117,7.17,restaurante,7.17
USR-08118,0.0,ninguna,0.0
USR-08119,0.0,ninguna,0.0
USR-08120,7.04,transporte,7.04
USR-08121,341.82,transporte,192.8
USR-08123,0.0,ninguna,0.0
USR-08125,29.32,supermercado,18.12
USR-08128,163.64,servicios_digitales,141.23
USR-08129,68.29,viajes,29.52
USR-08133,6.65,supermercado,6.65
USR-08135,0.0,ninguna,0.0
USR-08138,0.0,ninguna,0.0
USR-08140,19.84,entretenimiento,18.42
USR-08141,0.0,ninguna,0.0
USR-08142,0.0,ninguna,0.0
USR-08145,3.26,restaurante,3.26
USR-08146,3.61,restaurante,3.61
USR-08149,339.49,viajes,205.6
USR-08153,0.0,ninguna,0.0
USR-08157,3.17,supermercado,3.17
USR-08158,6.92,transporte,6.92
USR-08162,1.9,supermercado,1.9
USR-08163,18.11,educacion,18.11
USR-08164,1.82,supermercado,1.82
USR-08166,0.0,ninguna,0.0
USR-08167,0.0,ninguna,0.0
USR-08170,51.01,ropa_accesorios,19.7
USR-08176,0.0,ninguna,0.0
USR-08178,0.0,ninguna,0.0
USR-08182,0.0,ninguna,0.0
USR-08183,1.31,gobierno,1.31
USR-08188,139.87,supermercado,83.59
USR-08189,0.0,ninguna,0.0
USR-08191,0.0,ninguna,0.0
USR-08192,0.0,ninguna,0.0
USR-08195,37.25,hogar,27.92
USR-08196,105.18,transporte,71.04
USR-08197,10.6,restaurante,6.62
USR-08198,0.0,ninguna,0.0
USR-08204,0.0,ninguna,0.0
USR-08206,0.0,ninguna,0.0
USR-08207,20.51,restaurante,14.29
USR-08210,40.4,supermercado,26.91
USR-08212,0.0,ninguna,0.0
USR-08213,23.28,restaurante,13.26
USR-08214,0.0,ninguna,0.0
USR-08218,0.0,ninguna,0.0
USR-08221,307.62,supermercado,221.83
USR-08224,32.95,educacion,18.56
USR-08225,0.0,ninguna,0.0
USR-08226,0.0,ninguna,0.0
USR-08227,24.75,supermercado,24.75
USR-08229,10.69,supermercado,10.69
USR-08230,10.87,entretenimiento,10.87
USR-08232,10.91,restaurante,10.91
USR-08233,9.95,supermercado,9.95
USR-08234,0.0,ninguna,0.0
USR-08238,0.0,ninguna,0.0
USR-08240,0.0,ninguna,0.0
USR-08241,0.0,ninguna,0.0
USR-08243,11.26,supermercado,11.26
USR-08244,265.4,transporte,138.78
USR-08245,0.0,ninguna,0.0
USR-08251,0.27,restaurante,0.27
USR-08254,3.79,transporte,3.79
USR-08255,46.17,tecnologia,31.84
USR-08256,35.61,viajes,35.61
USR-08257,22.07,restaurante,22.07
USR-08258,13.13,supermercado,7.79
USR-08261,19.54,gobierno,13.02
USR-08263,9.44,supermercado,9.44
USR-08267,109.15,transporte,68.88
USR-08268,219.68,transporte,149.55
USR-08271,25.96,supermercado,25.96
USR-08275,12.25,ropa_accesorios,12.25
USR-08276,229.38,transporte,128.2
USR-08278,6.2,ropa_accesorios,3.85
USR-08279,26.25,transporte,15.09
USR-08283,276.5,supermercado,122.88
USR-08284,0.0,ninguna,0.0
USR-08285,11.34,restaurante,11.34
USR-08287,0.0,ninguna,0.0
USR-08289,0.0,ninguna,0.0
USR-08290,47.7,supermercado,19.33
USR-08291,0.0,ninguna,0.0
USR-08292,0.0,ninguna,0.0
USR-08293,53.72,tecnologia,31.74
USR-08295,3.01,entretenimiento,3.01
USR-08297,11.33,restaurante,7.68
USR-08298,0.0,ninguna,0.0
USR-08299,0.0,ninguna,0.0
USR-08300,0.0,ninguna,0.0
USR-08303,60.43,restaurante,32.08
USR-08305,0.0,ninguna,0.0
USR-08307,0.0,ninguna,0.0
USR-08308,246.83,servicios_digitales,139.46
USR-08309,24.53,viajes,24.53
USR-08310,0.0,ninguna,0.0
USR-08311,19.79,supermercado,17.81
USR-08312,17.49,entretenimiento,17.49
USR-08314,0.0,ninguna,0.0
USR-08315,14.85,supermercado,14.85
USR-08316,2.86,ropa_accesorios,2.86
USR-08317,0.0,ninguna,0.0
USR-08318,0.0,ninguna,0.0
USR-08319,0.0,ninguna,0.0
USR-08321,42.96,supermercado,42.96
USR-08323,6.09,supermercado,6.09
USR-08325,0.0,ninguna,0.0
USR-08326,12.21,salud,8.41
USR-08329,0.0,ninguna,0.0
USR-08330,0.0,ninguna,0.0
USR-08333,24.82,supermercado,14.98
USR-08336,9.72,supermercado,9.72
USR-08339,1.61,restaurante,1.61
USR-08340,307.81,supermercado,245.35
USR-08341,77.44,transporte,66.5
USR-08342,5.75,restaurante,4.34
USR-08343,8.05,ropa_accesorios,8.05
USR-08344,26.4,salud,26.4
USR-08345,16.5,restaurante,9.92
USR-08346,0.0,ninguna,0.0
USR-08347,0.0,ninguna,0.0
USR-08349,36.21,educacion,20.16
USR-08350,144.82,restaurante,41.5
USR-08351,0.0,ninguna,0.0
USR-08352,0.0,ninguna,0.0
USR-08353,21.22,restaurante,21.22
USR-08356,19.54,supermercado,16.72
USR-08360,0.0,ninguna,0.0
USR-08363,8.93,entretenimiento,3.54
USR-08366,0.0,ninguna,0.0
USR-08367,19.9,supermercado,7.63
USR-08368,0.0,ninguna,0.0
USR-08371,39.95,entretenimiento,39.95
USR-08376,84.96,hogar,84.96
USR-08377,8.11,supermercado,8.11
USR-08379,0.0,ninguna,0.0
USR-08382,9.81,restaurante,9.81
USR-08383,230.05,hogar,92.62
USR-08384,46.42,gobierno,37.12
USR-08385,2.49,entretenimiento,2.49
USR-08387,15.05,supermercado,11.02
USR-08389,3.84,transporte,3.84
USR-08392,0.0,ninguna,0.0
USR-08393,0.0,ninguna,0.0
USR-08394,19.61,supermercado,19.61
USR-08397,4.7,transporte,4.7
USR-08401,0.0,ninguna,0.0
USR-08406,9.76,ropa_accesorios,9.76
USR-08409,0.0,ninguna,0.0
USR-08410,0.0,ninguna,0.0
USR-08411,0.83,restaurante,0.83
USR-08414,0.0,ninguna,0.0
USR-08415,0.0,ninguna,0.0
USR-08417,0.0,ninguna,0.0
USR-08418,0.0,ninguna,0.0
USR-08420,0.0,ninguna,0.0
USR-08423,0.0,ninguna,0.0
USR-08424,20.88,gobierno,16.83
USR-08426,0.0,ninguna,0.0
USR-08427,7.79,ropa_accesorios,7.79
USR-08428,16.7,entretenimiento,16.7
USR-08434,24.04,servicios_digitales,13.76
USR-08441,0.0,ninguna,0.0
USR-08444,57.74,educacion,22.14
USR-08445,0.0,ninguna,0.0
USR-08448,0.0,ninguna,0.0
USR-08449,0.0,ninguna,0.0
USR-08452,0.0,ninguna,0.0
USR-08453,0.0,ninguna,0.0
USR-08457,35.77,salud,30.16
USR-08459,9.36,transporte,9.36
USR-08460,8.08,transporte,8.08
USR-08461,34.1,ropa_accesorios,34.1
USR-08462,15.72,supermercado,15.72
USR-08463,0.0,ninguna,0.0
USR-08470,0.0,ninguna,0.0
USR-08471,0.0,ninguna,0.0
USR-08472,3.57,tecnologia,2.71
USR-08473,19.04,supermercado,8.41
USR-08474,0.42,ropa_accesorios,0.42
USR-08476,38.15,restaurante,19.85
USR-08477,4.71,ropa_accesorios,3.99
USR-08480,0.0,ninguna,0.0
USR-08481,0.0,ninguna,0.0
USR-08484,17.53,supermercado,17.53
USR-08486,19.81,educacion,19.81
USR-08491,184.19,tecnologia,97.44
USR-08494,81.79,restaurante,48.51
USR-08496,0.0,ninguna,0.0
USR-08497,0.0,ninguna,0.0
USR-08499,9.73,gobierno,9.73
USR-08503,0.0,ninguna,0.0
USR-08506,0.0,ninguna,0.0
USR-08507,0.0,ninguna,0.0
USR-08508,0.0,ninguna,0.0
USR-08509,0.0,ninguna,0.0
USR-08510,0.0,ninguna,0.0
USR-08512,44.46,tecnologia,30.65
USR-08513,26.31,restaurante,14.98
USR-08515,0.0,ninguna,0.0
USR-08518,5.52,salud,5.52
USR-08519,13.03,restaurante,13.03
USR-08520,0.0,ninguna,0.0
USR-08521,11.12,gobierno,6.51
USR-08523,0.0,ninguna,0.0
USR-08524,19.46,supermercado,19.46
USR-08525,128.91,restaurante,71.25
USR-08526,0.0,ninguna,0.0
USR-08528,187.81,tecnologia,115.47
USR-08530,9.28,restaurante,8.21
USR-08531,255.74,hogar,238.41
USR-08532,9.36,entretenimiento,9.36
USR-08533,10.38,supermercado,10.38
USR-08534,0.0,ninguna,0.0
USR-08536,25.65,transporte,14.62
USR-08541,0.0,ninguna,0.0
USR-08542,24.44,salud,19.49
USR-08544,41.73,supermercado,41.73
USR-08545,0.0,ninguna,0.0
USR-08546,16.86,salud,16.61
USR-08549,5.45,transporte,5.45
USR-08550,18.22,salud,10.82
USR-08554,51.51,supermercado,51.51
USR-08557,44.53,educacion,32.44
USR-08560,24.5,salud,15.29
USR-08562,13.69,restaurante,13.69
USR-08563,11.69,entretenimiento,11.69
USR-08564,8.2,restaurante,8.2
USR-08567,24.23,supermercado,19.65
USR-08568,0.0,ninguna,0.0
USR-08570,8.71,supermercado,8.71
USR-08572,3.88,gobierno,3.88
USR-08574,26.82,restaurante,26.82
USR-08579,8.58,restaurante,6.69
USR-08580,31.09,supermercado,31.09
USR-08581,0.0,ninguna,0.0
USR-08582,53.53,transporte,27.02
USR-08583,3.43,supermercado,3.43
USR-08586,17.53,gobierno,8.87
USR-08587,0.0,ninguna,0.0
USR-08589,0.0,ninguna,0.0
USR-08590,4.24,transporte,4.24
USR-08591,13.77,entretenimiento,13.77
USR-08592,7.88,transporte,4.65
USR-08594,18.69,ropa_accesorios,18.69
USR-08595,0.0,ninguna,0.0
USR-08596,9.04,gobierno,9.04
USR-08598,0.0,ninguna,0.0
USR-08602,14.03,servicios_digitales,7.5
USR-08604,0.0,ninguna,0.0
USR-08607,12.48,entretenimiento,11.85
USR-08608,24.07,ropa_accesorios,18.89
USR-08609,0.64,tecnologia,0.64
USR-08610,0.0,ninguna,0.0
USR-08611,4.97,restaurante,4.97
USR-08615,26.19,supermercado,13.25
USR-08616,0.0,ninguna,0.0
USR-08618,0.0,ninguna,0.0
USR-08621,0.72,restaurante,0.72
USR-08631,57.71,supermercado,34.66
USR-08632,7.18,ropa_accesorios,7.18
USR-08634,166.47,transporte,126.47
USR-08640,0.0,ninguna,0.0
USR-08642,0.0,ninguna,0.0
USR-08646,90.99,transporte,82.54
USR-08647,8.31,restaurante,6.3
USR-08648,27.43,restaurante,14.83
USR-08652,33.23,educacion,33.23
USR-08653,0.0,ninguna,0.0
USR-08654,8.76,supermercado,8.76
USR-08655,38.89,ropa_accesorios,24.63
USR-08659,8.1,restaurante,8.1
USR-08661,17.81,servicios_digitales,6.84
USR-08663,45.03,hogar,27.4
USR-08664,2.19,hogar,2.19
USR-08665,2.34,supermercado,2.34
USR-08666,0.0,ninguna,0.0
USR-08668,14.16,salud,14.16
USR-08669,2.67,restaurante,2.67
USR-08670,0.0,ninguna,0.0
USR-08671,246.1,hogar,141.33
USR-08672,0.0,ninguna,0.0
USR-08674,0.0,ninguna,0.0
USR-08676,2.19,supermercado,2.19
USR-08680,0.0,ninguna,0.0
USR-08684,13.79,restaurante,13.79
USR-08685,1.15,supermercado,1.15
USR-08686,8.09,servicios_digitales,6.36
USR-08687,1.98,ropa_accesorios,1.98
USR-08689,4.42,gobierno,4.42
USR-08691,33.6,supermercado,17.16
USR-08694,0.0,ninguna,0.0
USR-08697,19.51,transporte,19.51
USR-08698,10.63,supermercado,10.63
USR-08699,0.0,ninguna,0.0
USR-08700,5.18,supermercado,5.18
USR-08702,208.46,viajes,132.9
USR-08703,2.92,supermercado,2.92
USR-08706,0.0,ninguna,0.0
USR-08709,388.35,gobierno,388.35
USR-08710,15.5,restaurante,10.86
USR-08713,254.52,transporte,200.14
USR-08715,0.0,ninguna,0.0
USR-08716,0.0,ninguna,0.0
USR-08718,208.72,hogar,115.23
USR-08726,4.31,gobierno,4.31
USR-08727,17.53,supermercado,17.53
USR-08734,6.27,supermercado,6.27
USR-08740,0.0,ninguna,0.0
USR-08741,13.17,entretenimiento,13.17
USR-08742,1.8,gobierno,1.8
USR-08746,0.0,ninguna,0.0
USR-08747,13.61,retiro_cajero,13.61
USR-08751,21.29,restaurante,17.36
USR-08752,0.0,ninguna,0.0
USR-08753,28.81,educacion,19.82
USR-08756,0.0,ninguna,0.0
USR-08760,117.22,tecnologia,82.66
USR-08762,0.0,ninguna,0.0
USR-08763,0.0,ninguna,0.0
USR-08764,15.53,gobierno,15.53
USR-08765,30.12,restaurante,30.12
USR-08767,7.23,educacion,7.23
USR-08769,19.42,supermercado,10.0
USR-08770,0.0,ninguna,0.0
USR-08772,0.0,ninguna,0.0
USR-08776,0.0,ninguna,0.0
USR-08778,10.84,supermercado,10.84
USR-08783,12.61,ropa_accesorios,12.61
USR-08784,0.0,ninguna,0.0
USR-08787,145.22,servicios_digitales,145.22
USR-08788,0.0,ninguna,0.0
USR-08789,546.49,viajes,216.35
USR-08790,4.96,salud,4.96
USR-08791,1.9,salud,1.9
USR-08792,135.72,viajes,135.72
USR-08795,41.58,salud,20.39
USR-08796,21.08,restaurante,13.73
USR-08797,0.0,ninguna,0.0
USR-08801,12.19,supermercado,6.33
USR-08803,114.45,transporte,66.04
USR-08807,42.72,salud,30.31
USR-08810,0.0,ninguna,0.0
USR-08811,0.0,ninguna,0.0
USR-08812,0.0,ninguna,0.0
USR-08813,27.57,restaurante,15.87
USR-08814,4.49,transporte,4.49
USR-08815,32.78,restaurante,14.71
USR-08818,18.13,educacion,16.99
USR-08819,16.79,transporte,16.79
USR-08823,219.75,restaurante,109.16
USR-08824,6.54,restaurante,6.54
USR-08826,7.86,restaurante,6.34
USR-08829,21.92,restaurante,12.95
USR-08830,40.61,restaurante,40.61
USR-08832,2.05,restaurante,2.05
USR-08835,28.56,gobierno,28.56
USR-08838,14.65,restaurante,9.28
USR-08839,41.49,transporte,25.82
USR-08840,0.0,ninguna,0.0
USR-08845,5.06,restaurante,5.06
USR-08847,0.0,ninguna,0.0
USR-08849,0.0,ninguna,0.0
USR-08850,7.4,educacion,7.4
USR-08851,0.0,ninguna,0.0
USR-08852,14.86,servicios_digitales,9.52
USR-08853,0.0,ninguna,0.0
USR-08854,8.39,entretenimiento,8.39
USR-08857,0.0,ninguna,0.0
USR-08859,13.64,viajes,13.64
USR-08862,0.0,ninguna,0.0
USR-08863,25.72,tecnologia,7.48
USR-08865,72.35,entretenimiento,28.37
USR-08870,0.0,ninguna,0.0
USR-08871,21.64,educacion,15.63
USR-08872,0.0,ninguna,0.0
USR-08874,5.5,restaurante,5.5
USR-08875,37.71,supermercado,37.71
USR-08879,22.52,supermercado,11.38
USR-08881,31.66,gobierno,17.15
USR-08882,4.48,ropa_accesorios,4.48
USR-08885,4.63,restaurante,2.75
USR-08886,6.95,supermercado,6.95
USR-08890,0.0,ninguna,0.0
USR-08891,5.73,entretenimiento,5.73
USR-08892,0.0,ninguna,0.0
USR-08893,251.87,viajes,103.78
USR-08894,6.03,transporte,6.03
USR-08896,143.73,servicios_digitales,143.73
USR-08898,148.22,transporte,123.2
USR-08900,3.44,transporte,3.44
USR-08903,0.0,ninguna,0.0
USR-08904,4.48,supermercado,4.48
USR-08908,0.0,ninguna,0.0
USR-08911,0.0,ninguna,0.0
USR-08913,12.09,tecnologia,12.09
USR-08914,18.91,supermercado,15.71
USR-08915,0.0,ninguna,0.0
USR-08916,3.8,entretenimiento,3.8
USR-08918,18.18,supermercado,18.18
USR-08926,6.69,viajes,6.69
USR-08929,9.41,restaurante,9.41
USR-08934,10.97,transporte,6.78
USR-08935,0.0,ninguna,0.0
USR-08938,14.15,restaurante,14.15
USR-08940,0.0,ninguna,0.0
USR-08942,113.82,supermercado,113.82
USR-08946,0.0,ninguna,0.0
USR-08950,76.25,hogar,76.25
USR-08953,0.0,ninguna,0.0
USR-08954,24.85,educacion,24.85
USR-08955,0.0,ninguna,0.0
USR-08958,0.0,ninguna,0.0
USR-08959,28.26,transporte,16.42
USR-08963,31.32,restaurante,15.67
USR-08964,0.0,ninguna,0.0
USR-08967,15.71,restaurante,14.82
USR-08968,20.79,supermercado,18.54
USR-08971,8.55,restaurante,8.55
USR-08972,11.92,transporte,9.26
USR-08973,16.13,restaurante,7.87
USR-08974,10.34,entretenimiento,10.34
USR-08977,0.0,ninguna,0.0
USR-08979,187.09,hogar,132.26
USR-08982,4.13,supermercado,3.19
USR-08983,134.31,supermercado,70.63
USR-08984,34.95,supermercado,34.95
USR-08985,28.72,gobierno,15.88
USR-08987,10.19,restaurante,10.19
USR-08991,25.33,salud,25.33
USR-08992,21.12,restaurante,12.62
USR-08993,0.0,ninguna,0.0
USR-08998,22.07,supermercado,14.99
USR-08999,7.5,gobierno,5.5
USR-09000,9.27,transporte,9.27
USR-09003,42.55,educacion,26.09
USR-09004,0.0,ninguna,0.0
USR-09006,0.0,ninguna,0.0
USR-09008,18.43,servicios_digitales,9.23
USR-09010,26.76,ropa_accesorios,18.08
USR-09011,287.54,hogar,207.92
USR-09012,11.82,supermercado,11.82
USR-09014,0.0,ninguna,0.0
USR-09023,19.89,restaurante,17.95
USR-09024,0.0,ninguna,0.0
USR-09029,56.99,ropa_accesorios,28.64
USR-09030,60.55,viajes,39.97
USR-09032,18.58,educacion,9.98
USR-09033,44.75,ropa_accesorios,22.64
USR-09034,4.2,supermercado,3.15
USR-09035,23.81,viajes,23.21
USR-09036,0.0,ninguna,0.0
USR-09040,4.58,entretenimiento,4.58
USR-09041,2.05,supermercado,2.05
USR-09043,0.0,ninguna,0.0
USR-09044,18.52,gobierno,18.52
USR-09045,0.0,ninguna,0.0
USR-09047,15.53,restaurante,12.01
USR-09049,47.38,educacion,35.64
USR-09050,0.0,ninguna,0.0
USR-09053,15.66,restaurante,10.73
USR-09054,29.55,supermercado,12.58
USR-09055,7.79,supermercado,7.79
USR-09056,20.35,entretenimiento,20.35
USR-09057,78.35,entretenimiento,32.0
USR-09058,11.33,entretenimiento,11.33
USR-09059,0.0,ninguna,0.0
USR-09061,28.03,entretenimiento,11.19
USR-09063,0.0,ninguna,0.0
USR-09064,79.21,viajes,79.21
USR-09065,0.99,supermercado,0.99
USR-09066,11.34,supermercado,11.34
USR-09069,11.48,supermercado,5.5
USR-09070,16.82,entretenimiento,6.08
USR-09071,5.61,tecnologia,5.61
USR-09074,27.07,restaurante,18.81
USR-09075,1.36,restaurante,1.36
USR-09080,28.34,entretenimiento,12.58
USR-09082,0.0,ninguna,0.0
USR-09083,5.6,supermercado,3.15
USR-09087,0.0,ninguna,0.0
USR-09088,0.0,ninguna,0.0
USR-09090,28.59,tecnologia,28.59
USR-09098,10.0,educacion,8.46
USR-09099,80.72,ropa_accesorios,61.18
USR-09100,18.84,restaurante,18.84
USR-09102,0.0,ninguna,0.0
USR-09103,23.04,restaurante,14.38
USR-09106,0.0,ninguna,0.0
USR-09107,0.0,ninguna,0.0
USR-09108,0.0,ninguna,0.0
USR-09109,13.36,supermercado,13.36
USR-09110,0.0,ninguna,0.0
USR-09111,0.0,ninguna,0.0
USR-09114,0.0,ninguna,0.0
USR-09116,38.97,supermercado,21.48
USR-09118,0.0,ninguna,0.0
USR-09119,94.26,supermercado,94.26
USR-09120,36.45,ropa_accesorios,33.23
USR-09122,9.23,restaurante,9.23
USR-09125,15.99,salud,13.24
USR-09126,9.68,restaurante,9.68
USR-09127,23.0,entretenimiento,13.04
USR-09128,0.0,ninguna,0.0
USR-09129,9.06,restaurante,9.06
USR-09131,9.88,restaurante,9.88
USR-09132,3.88,entretenimiento,3.88
USR-09133,0.0,ninguna,0.0
USR-09134,74.14,educacion,74.14
USR-09138,17.68,entretenimiento,17.68
USR-09139,0.0,ninguna,0.0
USR-09140,12.83,gobierno,7.42
USR-09141,9.05,supermercado,9.05
USR-09142,13.47,servicios_digitales,7.21
USR-09143,0.0,ninguna,0.0
USR-09144,8.45,entretenimiento,4.2
USR-09149,0.0,ninguna,0.0
USR-09154,0.0,ninguna,0.0
USR-09156,11.9,ropa_accesorios,11.9
USR-09158,75.3,viajes,75.3
USR-09159,7.31,restaurante,7.31
USR-09160,180.22,gobierno,110.87
USR-09162,0.0,ninguna,0.0
USR-09164,0.0,ninguna,0.0
USR-09165,7.72,supermercado,7.72
USR-09167,0.61,restaurante,0.61
